UnitCode,ParkName,Location,AccountYear,MonthName,MonthNum,TripDay,Date,CommercialActivity,Park,Preserve,BC,FC,Coast,Wilderness,UserDays
KATM,Katmai National Park and Preserve,Hallo Bay,2012,June,6,25,2012-06-25,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,6
KATM,Katmai National Park and Preserve,Hallo Bay,2012,June,6,27,2012-06-27,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,40
KATM,Katmai National Park and Preserve,Hallo Bay,2012,May,5,26,2012-05-26,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,10
KATM,Katmai National Park and Preserve,Hallo Bay,2013,August,8,4,2013-08-04,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,19
KATM,Katmai National Park and Preserve,Hallo Bay,2013,August,8,7,2013-08-07,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,36
KATM,Katmai National Park and Preserve,Hallo Bay,2013,August,8,12,2013-08-12,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,11
KATM,Katmai National Park and Preserve,Hallo Bay,2013,August,8,17,2013-08-17,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,12
KATM,Katmai National Park and Preserve,Hallo Bay,2013,August,8,20,2013-08-20,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,40
KATM,Katmai National Park and Preserve,Hallo Bay,2013,August,8,25,2013-08-25,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,30
KATM,Katmai National Park and Preserve,Hallo Bay,2013,August,8,28,2013-08-28,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,25
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,1,2013-07-01,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,24
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,6,2013-07-06,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,27
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,9,2013-07-09,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,43
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,14,2013-07-14,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,43
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,17,2013-07-17,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,33
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,22,2013-07-22,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,33
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,25,2013-07-25,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,27
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,28,2013-07-28,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,4
KATM,Katmai National Park and Preserve,Hallo Bay,2013,July,7,30,2013-07-30,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,24
KATM,Katmai National Park and Preserve,Hallo Bay,2013,June,6,3,2013-06-03,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,5
KATM,Katmai National Park and Preserve,Hallo Bay,2013,June,6,8,2013-06-08,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,5
KATM,Katmai National Park and Preserve,Hallo Bay,2013,June,6,11,2013-06-11,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,5
KATM,Katmai National Park and Preserve,Hallo Bay,2013,June,6,16,2013-06-16,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,32
KATM,Katmai National Park and Preserve,Hallo Bay,2013,June,6,19,2013-06-19,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,23
KATM,Katmai National Park and Preserve,Hallo Bay,2013,June,6,24,2013-06-24,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,28
KATM,Katmai National Park and Preserve,Hallo Bay,2013,June,6,27,2013-06-27,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,48
KATM,Katmai National Park and Preserve,Hallo Bay,2013,May,5,26,2013-05-26,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,15
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,July,7,28,2023-07-28,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,74
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,July,7,28,2023-07-28,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,35
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,July,7,28,2023-07-28,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,13
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,July,7,31,2023-07-31,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,98
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,July,7,31,2023-07-31,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,26
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,1,2023-06-01,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,45
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,6,2023-06-06,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,19
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,9,2023-06-09,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,9
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,10,2023-06-10,Guided Photography,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,5
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,11,2023-06-11,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,6
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,14,2023-06-14,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,11
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,14,2023-06-14,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,19
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,15,2023-06-15,Guided Photography,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,6
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,17,2023-06-17,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,9
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,18,2023-06-18,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,14
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,19,2023-06-19,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,39
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,21,2023-06-21,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,10
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,22,2023-06-22,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,44
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,22,2023-06-22,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,17
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,25,2023-06-25,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,10
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,26,2023-06-26,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,13
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,27,2023-06-27,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,86
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,29,2023-06-29,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,25
KATM,Katmai National Park and Preserve,Hallo Bay,2013,May,5,29,2013-05-29,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,9
KATM,Katmai National Park and Preserve,Hallo Bay,2013,May,5,31,2013-05-31,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,14
KATM,Katmai National Park and Preserve,Hallo Bay,2013,September,9,4,2013-09-04,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,24
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,1,2014-08-01,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,41
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,4,2014-08-04,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,18
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,5,2014-08-05,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,9
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,12,2014-08-12,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,7
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,17,2014-08-17,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,29
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,20,2014-08-20,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,28
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,25,2014-08-25,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,26
KATM,Katmai National Park and Preserve,Hallo Bay,2014,August,8,30,2014-08-30,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,10
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,3,2014-07-03,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,31
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,4,2014-07-04,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,13
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,6,2014-07-06,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,44
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,11,2014-07-11,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,57
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,12,2014-07-12,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,6
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,14,2014-07-14,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,45
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,15,2014-07-15,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,6
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,19,2014-07-19,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,41
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,20,2014-07-20,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,7
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,22,2014-07-22,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,59
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,27,2014-07-27,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,45
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,28,2014-07-28,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,7
KATM,Katmai National Park and Preserve,Hallo Bay,2014,July,7,30,2014-07-30,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,48
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,5,2014-06-05,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,8
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,30,2023-06-30,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,123
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,30,2023-06-30,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,50
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,June,6,30,2023-06-30,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,16
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,October,10,3,2023-10-03,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,7
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,October,10,3,2023-10-03,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,11
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,October,10,8,2023-10-08,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,8
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,2,2023-09-02,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,38
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,2,2023-09-02,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,52
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,2,2023-09-02,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,18
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,5,2023-09-05,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,30
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,5,2023-09-05,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,24
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,7,2023-09-07,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,83
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,9,2023-09-09,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,13
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,10,2023-09-10,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,70
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,10,2023-09-10,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,37
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,10,2023-09-10,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,33
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,11,2023-09-11,Guided Photography,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,12
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,13,2023-09-13,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,6
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,13,2023-09-13,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,23
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,14,2023-09-14,Guided Photography,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,12
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,14,2023-09-14,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,6
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,15,2023-09-15,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,34
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,18,2023-09-18,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,20
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,8,2014-06-08,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,23
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,13,2014-06-13,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,9
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,16,2014-06-16,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,15
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,21,2014-06-21,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,32
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,24,2014-06-24,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,68
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,25,2014-06-25,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,11
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,29,2014-06-29,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,34
KATM,Katmai National Park and Preserve,Hallo Bay,2014,June,6,30,2014-06-30,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,11
KATM,Katmai National Park and Preserve,Hallo Bay,2014,May,5,18,2014-05-18,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,8
KATM,Katmai National Park and Preserve,Hallo Bay,2014,May,5,26,2014-05-26,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,7
KATM,Katmai National Park and Preserve,Hallo Bay,2014,May,5,31,2014-05-31,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,15
KATM,Katmai National Park and Preserve,Hallo Bay,2014,September,9,1,2014-09-01,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,18
KATM,Katmai National Park and Preserve,Hallo Bay,2014,September,9,4,2014-09-04,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,6
KATM,Katmai National Park and Preserve,Hallo Bay,2014,September,9,17,2014-09-17,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,8
KATM,Katmai National Park and Preserve,Hallo Bay,2014,September,9,25,2014-09-25,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,3
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,1,2015-08-01,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,12
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,6,2015-08-06,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,47
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,9,2015-08-09,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,10
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,10,2015-08-10,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,5
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,14,2015-08-14,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,3
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,15,2015-08-15,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,5
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,17,2015-08-17,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,7
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,18,2015-08-18,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,5
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,22,2015-08-22,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,4
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,25,2015-08-25,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,3
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,18,2023-09-18,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,23
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,18,2023-09-18,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,15
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,19,2023-09-19,Guided Photography,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,6
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,19,2023-09-19,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,6
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,21,2023-09-21,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,10
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,22,2023-09-22,Guided Photography,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,7
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,23,2023-09-23,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,9
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,23,2023-09-23,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,5
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,26,2023-09-26,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,8
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,26,2023-09-26,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,13
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,26,2023-09-26,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,21
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2023,September,9,27,2023-09-27,Guided Photography,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,5
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,1,2024-08-01,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,49
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,1,2024-08-01,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,25
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,2,2024-08-02,Guided Hiking,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,3
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,3,2024-08-03,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,114
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,3,2024-08-03,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,36
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,6,2024-08-06,Air Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,92
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,6,2024-08-06,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,68
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,6,2024-08-06,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,31
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,8,2024-08-08,Water Taxi,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,18
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,9,2024-08-09,Guided Bear Viewing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,54
KATM,Katmai National Park and Preserve,Brooks Camp Developed Area,2024,August,8,9,2024-08-09,Guided Sportfishing,TRUE,FALSE,FALSE,TRUE,FALSE,Designated,9
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,28,2015-08-28,Air Taxi,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,2
KATM,Katmai National Park and Preserve,Hallo Bay,2015,August,8,30,2015-08-30,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,19
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,3,2015-07-03,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,58
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,8,2015-07-08,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,62
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,11,2015-07-11,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,46
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,16,2015-07-16,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,10
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,19,2015-07-19,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,52
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,20,2015-07-20,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,7
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,24,2015-07-24,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,116
KATM,Katmai National Park and Preserve,Hallo Bay,2015,July,7,27,2015-07-27,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,72
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,5,2015-06-05,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,12
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,10,2015-06-10,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,49
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,13,2015-06-13,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,39
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,18,2015-06-18,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,63
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,21,2015-06-21,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,72
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,22,2015-06-22,Guided Photography,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,9
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,26,2015-06-26,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,81
KATM,Katmai National Park and Preserve,Hallo Bay,2015,June,6,29,2015-06-29,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,29
KATM,Katmai National Park and Preserve,Hallo Bay,2015,May,5,23,2015-05-23,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,5
KATM,Katmai National Park and Preserve,Hallo Bay,2015,May,5,28,2015-05-28,Guided Bear Viewing,TRUE,FALSE,TRUE,FALSE,TRUE,Designated,8
